MEF,DISPOSITIF_FORMATION,FORMATION_DIPLOME,DUREE_DISPOSITIF,ANNEE_DISPOSITIF,LIBELLE_COURT,LIBELLE_LONG,DATE_OUVERTURE,DATE_FERMETURE,STATUT_MEF,MEF_INSCRIPTION_SCOLARITE,MEF_STAT_11,MEF_STAT_4,DATE_INTERVENTION,LIBELLE_EDITION,N_COMMENTAIRE,MINISTERE
2413320521,241,50033205,2,1,1CAP2 33205,1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE,1/9/21,,3,O,23210033205,2321,4/26/23,1cap2 accompagnant educatif petite enfance,Ouvert avec un an de retard.,MENJ
2413341221,241,50033412,2,1,1CAP2 33412,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,1/9/17,,3,O,23210033412,2321,1/23/19,1cap2 commercialisation et services en hotel-cafe-restaurant,GH2,MENJ
2413350121,241,50033501,2,1,1CAP2 33501,1CAP2 METIERS DU FOOTBALL,1/9/92,,3,O,23210033501,2321,1/23/19,1cap2 metiers du football,GH1 P,MENJ
2413361521,241,50033615,2,1,1CAP2 33615,1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE,1/9/18,,3,O,23210033615,2321,1/23/19,1cap2 esthetique cosmetique parfumerie,GH1,MENJ
2413361621,241,50033616,2,1,1CAP2 33616,1CAP2  METIERS DE LA COIFFURE,1/9/19,,3,O,23210033616,2321,5/9/19,1cap2 metiers de la coiffure,,MENJ
2413361721,241,50033617,2,1,1CAP2 33617,1CAP2  TAXIDERMISTE,1/9/19,,3,O,23210033617,2321,4/26/23,1cap2 taxidermiste,,MENJ
2413400221,241,50034002,2,1,1CAP2 34002,1CAP2  AGT PREVENTION MEDIATION,1/9/98,,3,O,23210034002,2321,1/23/19,1cap2 agent de prevention et de mediation,GH3,MENJ
2413430121,241,50034301,2,1,1CAP2 34301,1CAP2 AGENT DE LA QUALITE DE L'EAU,1/9/92,,3,O,23210034301,2321,1/23/19,1cap2 agent de la qualite de l'eau,GH2 PA,MENJ
2413430321,241,50034303,2,1,1CAP2 34303,1CAP2 ASSAINISMT COLLECT.DECHETS LIQUID,1/9/94,,3,O,23210034303,2321,1/23/19,1cap2 agent d'assainissement et de collecte dechets liquides speciaux,GH1 P,MENJ
2413430721,241,50034307,2,1,1CAP2 34307,1CAP2  AGENT DE PROPRETE ET D'HYGIENE,1/9/14,,3,O,23210034307,2321,1/23/19,1cap2 agent de proprete et d'hygiene,GH2,MENJ
2413440421,241,50034404,2,1,1CAP2 34404,1CAP2  GARDIEN D'IMMEUBLE,1/9/10,,3,O,23210034404,2321,1/23/19,1cap2 gardien d'immeuble,GH1,MENJ
2413440521,241,50034405,2,1,1CAP2 34405,1CAP2  AGENT DE SECURITE,1/9/10,,3,O,23210034405,2321,1/23/19,1cap2 agent de securite,GH1,MENJ
2712101021,271,50321010,2,1,1CAP2A21010,1CAP2A AGRI REG CHAUDES,1/9/15,,3,N,23211021010,2321,5/21/15,1cap2a Agriculture des regions chaudes,Renovation du BEPA Agriculture des regions chaudes mis en place en 2011,MASA
2712113021,271,50321130,2,1,1CAP2A21130,1CAP2A METIERS DE L'AGRICULTURE,1/9/15,,3,O,23211021130,2321,5/21/15,1cap2a metiers de l'agriculture,,MASA
2712123521,271,50321235,2,1,1CAP2A21235,1CAP2A LAD CAV ENTRAIN.,1/9/15,,3,O,23211021235,2321,5/21/15,1cap2aLad cavalier d'entrainement,Renovation du CAPA Lad cavalier d'entrainement cree en 2011,MASA
2712123621,271,50321236,2,1,1CAP2A21236,1CAP2A MARECHAL FERRANT,1/9/15,,3,N,23211021236,2321,5/21/15,1cap2a marechal ferrant,,MASA
2712123721,271,50321237,2,1,1CAP2A21237,1CAP2A PALEFRENIER SOIGNEUR,1/9/16,,2,O,23211021237,2321,5/9/16,1cap2a palefrenier soigneur,Remplace le CAPA/Soigneur d'equides,MASA
2712131421,271,50321314,2,1,1CAP2A21314,1CAP2A TRAVAUX FORESTIERS,1/9/15,,3,O,23211021314,2321,5/21/15,1cap2a travaux forestiers,,MASA
2712140521,271,50321405,2,1,1CAP2A21405,1CAP2A JARDINIER PAYSAGISTE,1/9/15,,3,O,23211021405,2321,7/17/15,1cap2a Jardinier paysagiste,Renovation du CAPA Travaux paysagers,MASA
2712210721,271,50322107,2,1,1CAP2A22107,1CAP2A OPERATEUR IAA COND MACHINES,1/9/22,,4,N,23211022107,2321,3/18/23,1cap2a Operateur en IAA sp conduite de machine,,MASA
2712210821,271,50322108,2,1,1CAP2A22108,1CAP2A OPERATEUR IAA TRANSF PROD ALIM,1/9/22,,4,N,23211022108,2321,3/18/23,1cap2a Operateur en IAA sp transformation de produits alimentaires,,MASA
2713300321,271,50333003,2,1,1CAP2A33003,1CAP2A SERVICES AUX PERS VTE ESP RURAL,1/9/15,,3,O,23211033003,2321,5/21/15,1cap2a services aux personnes et vente en espace rural,Renovation du CAPA SMR,MASA
2412010122,241,50020101,2,2,2CAP2 20101,2CAP2  CONDUCT. INSTALLATIONS PRODUCTION,1/9/13,,3,O,23220020101,2322,4/26/23,2cap2 conducteur d'installations de production,GH1,MENJ
2412100222,241,50021002,2,2,2CAP2 21002,2CAP2 DEVELPT: GEST.PTE EXPL.RURAL -TOM,1/9/96,,3,O,23220021002,2322,4/26/23,2cap2 develop. option : gestion de la petite exploitation rurale TOM,,MENJ
2412120322,241,50021203,2,2,2CAP2 21203,2CAP2  CONCHYLICULTURE,1/9/18,,3,O,23220021203,2322,1/22/19,2cap2 conchyliculture,,MER
2412130322,241,50021303,2,2,2CAP2 21303,2CAP2 DEVELPT: GEST. MILIEU MARIN -TOM,1/9/96,,3,O,23220021303,2322,4/26/23,2cap2 developpent option : gestion et entretien en milieu marin TOM,,MENJ
2412130522,241,50021305,2,2,2CAP2 21305,2CAP2  MAREYAGE,1/9/97,,3,O,23220021305,2322,1/23/19,2cap2  mareyage,GH1 P,MENJ
2412130822,241,50021308,2,2,2CAP2 21308,2CAP2  MARITIME,1/9/20,,3,O,23220021308,2322,8/5/19,2cap2 maritime,,MER
2412200222,241,50022002,2,2,2CAP2 22002,2CAP2 EMPLOYE TECHNIQUE DE LABORATOIRE,1/9/92,,3,O,23220022002,2322,4/26/23,2cap2 employe technique de laboratoire,GH1 P,MENJ
2412200522,241,50022005,2,2,2CAP2 22005,2CAP2  PROPR.ENVIR.URBAIN-COLLEC.RECYCL,1/9/16,,3,O,23220022005,2322,1/23/19,2cap2 proprete de l'environnement urbain - collecte et recyclage,GH3,MENJ
2412213022,241,50022130,2,2,2CAP2 22130,2CAP2  CHARCUTIER-TRAITEUR,1/9/00,,3,O,23220022130,2322,4/26/23,2cap2 charcutier-traiteur,GH3 P,MENJ
2412213322,241,50022133,2,2,2CAP2 22133,2CAP2  CHOCOLATIER CONFISEUR,1/9/03,,3,O,23220022133,2322,4/26/23,2cap2 chocolatier confiseur,GH2,MENJ
2412213522,241,50022135,2,2,2CAP2 22135,2CAP2  BOUCHER,1/9/06,8/31/24,3,O,23220022135,2322,4/26/23,2cap2 boucher,GH3,MENJ
2412213722,241,50022137,2,2,2CAP2 22137,2CAP2  BOULANGER,1/9/15,,3,O,23220022137,2322,4/26/23,2cap2 boulanger,GH3,MENJ
2412213822,241,50022138,2,2,2CAP2 22138,2CAP2  GLACIER-FABRICANT,1/9/15,,3,O,23220022138,2322,4/26/23,2cap2 glacier-fabricant,GH3,MENJ
2412213922,241,50022139,2,2,2CAP2 22139,2CAP2  CUISINE,1/9/17,,3,O,23220022139,2322,1/23/19,2cap2 cuisine,GH2,MENJ
2412214022,241,50022140,2,2,2CAP2 22140,2CAP2  CREMIER-FROMAGER,1/9/19,,3,O,23220022140,2322,4/26/23,2cap2 cremier-fromager,GH2,MENJ
2412214122,241,50022141,2,2,2CAP2 22141,2CAP2  PATISSIER,1/9/20,,3,O,23220022141,2322,5/10/19,2cap2 patissier,,MENJ
2412214222,241,50022142,2,2,2CAP2 22142,2CAP2  PROD.SERV.REST. (RAPID-COLL-CAFE),1/9/21,,3,O,23220022142,2322,3/12/20,2cap2 production/service en restauration rapide- collective- cafeteria,,MENJ
2412214322,241,50022143,2,2,2CAP2 22143,2CAP2  BOUCHER,1/9/24,,3,O,23220022143,2322,4/26/23,2cap2 boucher,,MENJ
2412220122,241,50022201,2,2,2CAP2 22201,2CAP2 INDUSTRIES CHIMIQUES,1/9/92,,3,O,23220022201,2322,1/23/19,2cap2 industries chimiques,GH2 PA,MENJ
2412232422,241,50022324,2,2,2CAP2 22324,2CAP2 MOULEUR NOYAUTEUR: CUIVRE BRONZE,1/9/92,,3,O,23220022324,2322,4/26/23,2cap2 mouleur noyauteur : cuivre et bronze,GH1 P,MENJ
2412233222,241,50022332,2,2,2CAP2 22332,2CAP2 DOREUR A LA FEUILLE ORNEMANISTE,1/9/92,,3,O,23220022332,2322,4/26/23,2cap2 doreur a la feuille ornemaniste,GH1 P,MENJ
2412233922,241,50022339,2,2,2CAP2 22339,2CAP2 LAPIDAIRE OP_A : DIAMANT,1/9/92,,3,O,23220022339,2322,4/26/23,2cap2 lapidaire option A : diamant,GH1 P,MENJ
2412234022,241,50022340,2,2,2CAP2 22340,2CAP2 ORFEVRE OP_A : MONTEUR ORFEVRERIE,1/9/92,,3,O,23220022340,2322,4/26/23,2cap2 orfevre option A : monteur en orfevrerie,GH1 P,MENJ
2412234122,241,50022341,2,2,2CAP2 22341,2CAP2 ORFEVRE OP_B : TOURN.REPOUSSEUR,1/9/92,,3,O,23220022341,2322,4/26/23,2cap2 orfevre option B : tourneur repousseur en orfevrerie,GH1 P,MENJ
2412234222,241,50022342,2,2,2CAP2 22342,2CAP2 ORFEVRE OP_C : POLISSEUR AVIVEUR,1/9/92,,3,O,23220022342,2322,4/26/23,2cap2 orfevre option C : polisseur aviveur en orfevrerie,GH1 P,MENJ
2412234322,241,50022343,2,2,2CAP2 22343,2CAP2 LAPIDAIRE OP_B : PIERRES DE COUL.,1/9/92,,3,O,23220022343,2322,4/26/23,2cap2 lapidaire option B : pierres de couleur,GH1 P,MENJ
2412234922,241,50022349,2,2,2CAP2 22349,2CAP2 BRONZIER OP_A: MONTEUR EN BRONZE,1/9/92,,3,O,23220022349,2322,4/26/23,2cap2 bronzier option A : monteur en bronze,GH1 P,MENJ
2412235022,241,50022350,2,2,2CAP2 22350,2CAP2 BRONZIER OP_B: CISELEUR SUR BRONZ,1/9/92,,3,O,23220022350,2322,4/26/23,2cap2 bronzier option B : ciseleur sur bronze,GH1 P,MENJ
2412235122,241,50022351,2,2,2CAP2 22351,2CAP2 BRONZIER OP_C: TOURNEUR SUR BRONZ,1/9/92,,3,O,23220022351,2322,4/26/23,2cap2 bronzier option C : tourneur sur bronze,GH1 P,MENJ
2412235322,241,50022353,2,2,2CAP2 22353,2CAP2 EMAILLEUR D'ART SUR METAUX,1/9/92,,3,O,23220022353,2322,4/26/23,2cap2 emailleur d'art sur metaux,GH1 P,MENJ
2412235422,241,50022354,2,2,2CAP2 22354,2CAP2 ORFEVRE OP_D : PLANEUR EN ORFEVR.,1/9/92,,3,O,23220022354,2322,4/26/23,2cap2 orfevre option D : planeur en orfevrerie,GH1 P,MENJ
2412236022,241,50022360,2,2,2CAP2 22360,2CAP2  METIERS DE LA FONDERIE,1/9/08,,3,O,23220022360,2322,4/26/23,2cap2 metiers de la fonderie,GH2,MENJ
2412236122,241,50022361,2,2,2CAP2 22361,2CAP2  ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL,1/9/09,,3,O,23220022361,2322,4/26/23,2cap2 art et techniques bijouterie-joaillerie op. bijouterie-joaillerie,GH1,MENJ
2412236222,241,50022362,2,2,2CAP2 22362,2CAP2  ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.,1/9/09,,3,O,23220022362,2322,4/26/23,2cap2 art et techniques bijouterie-joaillerie op. bijouterie-sertissage,GH1,MENJ
2412236322,241,50022363,2,2,2CAP2 22363,2CAP2  ART TEC BIJ.JOAILL.OP.POLIS.FINI.,1/9/09,,3,O,23220022363,2322,4/26/23,2cap2 art et techniques bijouterie-joaillerie option polissage-finition,GH1,MENJ
2412241922,241,50022419,2,2,2CAP2 22419,2CAP2 FABRIC.INDUSTRIEL.DES CERAMIQUES,1/9/92,,3,O,23220022419,2322,4/26/23,2cap2 fabrication industrielle des ceramiques,GH1 P,MENJ
2412242022,241,50022420,2,2,2CAP2 22420,2CAP2 MODELES ET MOULES CERAMIQUES,1/9/93,,3,O,23220022420,2322,4/26/23,2cap2 modeles et moules ceramiques,GH1 P,MENJ
2412242122,241,50022421,2,2,2CAP2 22421,2CAP2 TOURNAGE EN CERAMIQUE,1/9/94,,3,O,23220022421,2322,4/26/23,2cap2 tournage en ceramique,GH1 P,MENJ
2412242222,241,50022422,2,2,2CAP2 22422,2CAP2 DECORATION EN CERAMIQUE,1/9/94,,3,O,23220022422,2322,4/26/23,2cap2 decoration en ceramique,GH1 P,MENJ
2412242522,241,50022425,2,2,2CAP2 22425,2CAP2 ARTS et TECH.VERRE: VITRAILLISTE,1/9/94,,3,O,23220022425,2322,4/26/23,2cap2 arts et techniques du verre option vitrailliste,GH1 P,MENJ
2412242722,241,50022427,2,2,2CAP2 22427,2CAP2 ARTS et TECH.VERRE: DECORATEUR,1/9/94,,3,O,23220022427,2322,4/26/23,2cap2 arts et techniques du verre option decorateur,GH1 P,MENJ
2412242822,241,50022428,2,2,2CAP2 22428,2CAP2  ARTS DU VERRE ET DU CRISTAL,1/9/10,,3,O,23220022428,2322,4/26/23,2cap2 arts du verre et du cristal,GH1,MENJ
2412242922,241,50022429,2,2,2CAP2 22429,2CAP2  SOUFFLEUR VERRE : ENS.LUMINEUSE,1/9/10,,3,O,23220022429,2322,4/26/23,2cap2 souffleur de verre option enseigne lumineuse,GH1,MENJ
2412243022,241,50022430,2,2,2CAP2 22430,2CAP2  SOUFFL.VERRE : VERRERIE SCIENT.,1/9/10,,3,O,23220022430,2322,4/26/23,2cap2 souffleur de verre option verrerie scientifique,GH1,MENJ
2412250522,241,50022505,2,2,2CAP2 22505,2CAP2 MISE EN OEUV.CAOUTCHOUCS et ELASTO,1/9/92,,3,O,23220022505,2322,4/26/23,2cap2 mise en oeuvre des caoutchoucs et des elastomeres thermoplastiques,,MENJ
2412250922,241,50022509,2,2,2CAP2 22509,2CAP2  PLASTURGIE,1/9/00,,3,O,23220022509,2322,4/26/23,2cap2 plasturgie,GH2,MENJ
2412251022,241,50022510,2,2,2CAP2 22510,2CAP2  COMPOSIT.PLASTIQ.CHAUDRONNES,1/9/01,,3,O,23220022510,2322,4/26/23,2cap2 composites- plastiques chaudronnes,GH3,MENJ
2412260922,241,50022609,2,2,2CAP2 22609,2CAP2 SCIERIES OP_B: AFFUTEUR SCIAGE,1/9/92,,3,O,23220022609,2322,4/26/23,2cap2 mecanicien conducteur scieries et industries mecaniques du bois,GH1 P,MENJ
2412271422,241,50022714,2,2,2CAP2 22714,2CAP2  INSTALL. FROID CONDITIONN. D'AIR,1/9/16,,3,O,23220022714,2322,1/23/19,2cap2 installateur en froid et conditionnement d'air,GH1,MENJ
2412271522,241,50022715,2,2,2CAP2 22715,2CAP2  MONTEUR INSTALLATIONS THERMIQUES,1/9/19,,3,O,23220022715,2322,4/26/23,2cap2 monteur en installations thermiques,GH2,MENJ
2412300522,241,50023005,2,2,2CAP2 23005,2CAP2  MONTEUR STRUCTURES MOBILES,1/9/98,,3,O,23220023005,2322,4/26/23,2cap2 monteur de structures mobiles,GH1 P,MENJ
2412300622,241,50023006,2,2,2CAP2 23006,2CAP2  INTERVENT. MAINTENANCE.TECHN.BAT.,1/9/22,,3,O,23220023006,2322,4/26/23,2cap2 intervention en maintenance technique des batiments,,MENJ
2412311822,241,50023118,2,2,2CAP2 23118,2CAP2  CONDUCT ENGINS TVX PUB. CARRIERES,1/9/07,8/31/24,3,O,23220023118,2322,4/26/23,2cap2 conducteur d'engins : travaux publics et carrieres,GH2,MENJ
2412311922,241,50023119,2,2,2CAP2 23119,2CAP2  CONSTR. RESEAUX CANALISATIONS TP,1/9/20,,3,O,23220023119,2322,5/10/19,2cap2 constructeur de reseaux de canalisations de travaux publics,,MENJ
2412312022,241,50023120,2,2,2CAP2 23120,2CAP2  CONSTR. ROUT. ET  AMENAGT URB.,1/9/22,,3,O,23220023120,2322,4/26/23,2cap2 constructeur de routes et  d'amenagements urbains,,MENJ
2412312122,241,50023121,2,2,2CAP2 23121,2CAP2  COND.ENGINS TVX PUBLICSetCARRIERES,1/9/24,,3,O,23220023121,2322,4/26/23,2cap2 conducteur d'engins de travaux publics et carrieres,,MENJ
2412321222,241,50023212,2,2,2CAP2 23212,2CAP2 DEVELPT: CONST.ENTRET.BATIMT -TOM,1/9/96,,3,O,23220023212,2322,4/26/23,2cap2 developpement option : construction entretien batiment TOM,,MENJ
2412322022,241,50023220,2,2,2CAP2 23220,2CAP2  TAILLEUR DE PIERRE,1/9/14,,3,O,23220023220,2322,4/26/23,2cap2 tailleur de pierre,GH2,MENJ
2412322122,241,50023221,2,2,2CAP2 23221,2CAP2  MARBRIER BATIMENT ET DECORATION,1/9/14,,3,O,23220023221,2322,1/23/19,2cap2 marbrier du batiment et de la decoration,GH2,MENJ
2412322222,241,50023222,2,2,2CAP2 23222,2CAP2  CONSTRUCTEUR OUVRAGES BETON ARME,1/9/20,,3,O,23220023222,2322,5/10/19,2cap2 constructeur d'ouvrages en beton arme,,MENJ
2412322322,241,50023223,2,2,2CAP2 23223,2CAP2  COUVREUR,1/9/22,,3,O,23220023223,2322,4/26/23,2cap2 couvreur,,MENJ
2412322422,241,50023224,2,2,2CAP2 23224,2CAP2  MACON,1/9/22,,3,O,23220023224,2322,4/26/23,2cap2 macon,,MENJ
2412330222,241,50023302,2,2,2CAP2 23302,2CAP2 MONTEUR EN ISOL.THERMIQ et ACOUST.,1/9/92,8/31/25,3,O,23220023302,2322,4/26/23,2cap2 monteur en isolation thermique et acoustique,GH1 P,MENJ
2412331122,241,50023311,2,2,2CAP2 23311,2CAP2 STAFFEUR ORNEMANISTE,1/9/92,,3,O,23220023311,2322,1/23/19,2cap2 staffeur ornemaniste,GH1 P,MENJ
2412332122,241,50023321,2,2,2CAP2 23321,2CAP2  ETANCHEUR BATIMENT TRAVAUX PUBLIC,1/9/03,8/31/24,3,O,23220023321,2322,4/26/23,2cap2 etancheur du batiment et des travaux publics,GH2,MENJ
2412332222,241,50023322,2,2,2CAP2 23322,2CAP2  MENUISIER ALUMINIUM-VERRE,1/9/03,8/31/24,3,O,23220023322,2322,4/8/23,2cap2  menuisier aluminium-verre,GH2,MENJ
2412332422,241,50023324,2,2,2CAP2 23324,2CAP2  MONTEUR INSTALLATIONS SANITAIRES,1/9/19,,3,O,23220023324,2322,1/23/19,2cap2 monteur en installations sanitaires,GH2,MENJ
2412332522,241,50023325,2,2,2CAP2 23325,2CAP2  CARRELEUR MOSAISTE,1/9/20,,3,O,23220023325,2322,5/9/19,2cap2 carreleur mosaiste,,MENJ
2412332622,241,50023326,2,2,2CAP2 23326,2CAP2  METIERS PLATRE ET ISOLATION,1/9/20,,3,O,23220023326,2322,5/10/19,2cap2 metiers du platre et de l'isolation,,MENJ
2412332722,241,50023327,2,2,2CAP2 23327,2CAP2  PEINTRE APPLICATEUR REVETEMENTS,1/9/20,,3,O,23220023327,2322,5/10/19,2cap2 peintre applicateur de revetements,,MENJ
2412332822,241,50023328,2,2,2CAP2 23328,2CAP2  ETANCHEUR BATIMENT ET TVX PUBLICS,1/9/24,,3,O,23220023328,2322,4/26/23,2cap2 etancheur du batiment et des travaux publics,,MENJ
2412332922,241,50023329,2,2,2CAP2 23329,2CAP2  MENUISIER ALUMINIUM-VERRE,1/9/24,,3,O,23220023329,2322,4/26/23,2cap2 menuisier aluminium-verre,,MENJ
2412341122,241,50023411,2,2,2CAP2 23411,2CAP2 MENUISIER EN SIEGES,1/9/92,,3,O,23220023411,2322,4/26/23,2cap2 menuisier en sieges,GH1 P,MENJ
2412342022,241,50023420,2,2,2CAP2 23420,2CAP2 CANNAGE ET PAILLAGE AMEUBLEMENT,1/9/92,,3,O,23220023420,2322,4/26/23,2cap2 cannage et paillage en ameublement,GH1 P,MENJ
2412342722,241,50023427,2,2,2CAP2 23427,2CAP2 OUVRIER ARCHETIER,1/9/92,,3,O,23220023427,2322,1/23/19,2cap2 ouvrier archetier,GH1 P,MENJ
2412343022,241,50023430,2,2,2CAP2 23430,2CAP2 ARTS BOIS OP_A: SCULPTEUR ORNEMA.,1/9/92,,3,O,23220023430,2322,4/26/23,2cap2 arts du bois option A : sculpteur ornemaniste,GH1 P,MENJ
2412343122,241,50023431,2,2,2CAP2 23431,2CAP2 ARTS BOIS OP_B: TOURNEUR,1/9/92,,3,O,23220023431,2322,4/26/23,2cap2 arts du bois option B : tourneur,GH1 P,MENJ
2412343222,241,50023432,2,2,2CAP2 23432,2CAP2 ARTS BOIS OP_C: MARQUETEUR,1/9/92,,3,O,23220023432,2322,4/26/23,2cap2 arts du bois option C : marqueteur,GH1 P,MENJ
2412343322,241,50023433,2,2,2CAP2 23433,2CAP2 ENCADREUR,1/9/92,,3,O,23220023433,2322,1/23/19,2cap2 encadreur,GH1 P,MENJ
2412343522,241,50023435,2,2,2CAP2 23435,2CAP2 TONNELLERIE,1/9/94,8/31/24,3,O,23220023435,2322,5/24/23,2cap2 tonnellerie,GH1 P,MENJ
2412343822,241,50023438,2,2,2CAP2 23438,2CAP2  VANNERIE,1/9/02,,3,O,23220023438,2322,4/26/23,2cap2 vannerie,GH1,MENJ
2412344322,241,50023443,2,2,2CAP2 23443,2CAP2  CONDUCTEUR-OPERATEUR DE SCIERIE,1/9/05,,3,O,23220023443,2322,4/26/23,2cap2 conducteur-operateur de scierie,GH2,MENJ
2412344422,241,50023444,2,2,2CAP2 23444,2CAP2  CHARPENTIER DE MARINE,1/9/06,,3,O,23220023444,2322,4/26/23,2cap2 charpentier de marine,GH2,MENJ
2412344522,241,50023445,2,2,2CAP2 23445,2CAP2  EBENISTE,1/9/18,,3,O,23220023445,2322,1/23/19,2cap2 ebeniste,GH1,MENJ
2412344622,241,50023446,2,2,2CAP2 23446,2CAP2  CHARPENTIER BOIS,1/9/21,,3,O,23220023446,2322,4/26/23,2cap2 charpentier bois,,MENJ
2412344722,241,50023447,2,2,2CAP2 23447,2CAP2  MENUISIER FABRICANT,1/9/22,,3,O,23220023447,2322,4/26/23,2cap2 menuisier fabricant,,MENJ
2412344922,241,50023449,2,2,2CAP2 23449,2CAP2  MENUISIER INSTALLATEUR,1/9/22,,3,O,23220023449,2322,4/26/23,2cap2 menuisier installateur,,MENJ
2412345022,241,50023450,2,2,2CAP2 23450,2CAP2  ASSISTANT LUTHIER DU QUATUOR,1/9/22,,3,O,23220023450,2322,4/26/23,2cap2 assistant luthier du quatuor,,MENJ
2412345122,241,50023451,2,2,2CAP2 23451,2CAP2  TONNELIER,1/9/24,,3,O,23220023451,2322,5/24/23,2cap2 tonnelier,,MENJ
2412400722,241,50024007,2,2,2CAP2 24007,2CAP2  MET.ENT.TEXT. OP.A  BLANCHISSERIE,1/9/22,,3,O,23220024007,2322,4/26/23,2cap2 metiers de l'entretien des textiles- option A : blanchisserie,,MENJ
2412400822,241,50024008,2,2,2CAP2 24008,2CAP2  MET.ENT.TEXT. OP.B  PRESSING,1/9/22,,3,O,23220024008,2322,4/26/23,2cap2 metiers de l'entretien des textiles- option B : pressing,,MENJ
2412412522,241,50024125,2,2,2CAP2 24125,2CAP2 RENTRAYEUR OP_A : TAPIS,1/9/92,,3,O,23220024125,2322,4/26/23,2cap2 rentrayeur option A : tapis,GH1 P,MENJ
2412412622,241,50024126,2,2,2CAP2 24126,2CAP2 RENTRAYEUR OP_B : TAPISSERIES,1/9/92,,3,O,23220024126,2322,4/26/23,2cap2 rentrayeur option B : tapisserie,GH1 P,MENJ
2412412722,241,50024127,2,2,2CAP2 24127,2CAP2 ARTS DE LA BRODERIE,1/9/93,,3,O,23220024127,2322,1/23/19,2cap2 arts de la broderie,GH1 P,MENJ
2412413022,241,50024130,2,2,2CAP2 24130,2CAP2  ARTS DE LA DENTELLE OPT. FUSEAUx,1/9/05,,3,O,23220024130,2322,4/26/23,2cap2 arts de la dentelle option fuseaux,GH1,MENJ
2412413122,241,50024131,2,2,2CAP2 24131,2CAP2  ARTS DE LA DENTELLE OPT. AIGUILLE,1/9/05,,3,O,23220024131,2322,4/26/23,2cap2 arts de la dentelle option aiguille,GH1,MENJ
2412423122,241,50024231,2,2,2CAP2 24231,2CAP2 ARTS DU TAPIS ET TAPISS.DE LISSE,1/9/92,,3,O,23220024231,2322,4/26/23,2cap2 arts du tapis et de la tapisserie de lisse,GH1 P,MENJ
2412423822,241,50024238,2,2,2CAP2 24238,2CAP2  TAPISSIER-E AMEUBLEMENT EN SIEGE,1/9/06,,3,O,23220024238,2322,4/26/23,2cap2 tapissier-tapissiere d'ameublement en siege,GH1,MENJ
2412423922,241,50024239,2,2,2CAP2 24239,2CAP2  TAPISSIER-E AMEUBLEMENT EN DECOR,1/9/06,,3,O,23220024239,2322,4/26/23,2cap2 tapissier-tapissiere d'ameublement en decor,GH1,MENJ
2412424022,241,50024240,2,2,2CAP2 24240,2CAP2  METIERS DE LA MODE-VETEMENT FLOU,1/9/12,,3,O,23220024240,2322,4/26/23,2cap2 metiers de la mode - vetement flou,GH1,MENJ
2412424122,241,50024241,2,2,2CAP2 24241,2CAP2  METIERS DE LA MODE- VET. TAILLEUR,1/9/12,,3,O,23220024241,2322,4/26/23,2cap2 metiers de la mode - vetement tailleur,GH1,MENJ
2412424222,241,50024242,2,2,2CAP2 24242,2CAP2  METIERS MODE CHAPELIER-MODISTE,1/9/13,,3,O,23220024242,2322,4/26/23,2cap2 metiers de la mode : chapelier-modiste,GH1,MENJ
2412431322,241,50024313,2,2,2CAP2 24313,2CAP2 CORDONNIER BOTTIER,1/9/94,,3,O,23220024313,2322,1/23/19,2cap2 cordonnier bottier,GH1 P,MENJ
2412431522,241,50024315,2,2,2CAP2 24315,2CAP2  FOURRURE,1/9/99,,3,O,23220024315,2322,4/26/23,2cap2 fourrure,GH1,MENJ
2412431622,241,50024316,2,2,2CAP2 24316,2CAP2  CHAUSSURE,1/9/99,,3,O,23220024316,2322,4/26/23,2cap2 chaussure,GH1,MENJ
2412431822,241,50024318,2,2,2CAP2 24318,2CAP2  SELLERIE GENERALE,1/9/99,,3,O,23220024318,2322,4/26/23,2cap2 sellerie generale,GH1,MENJ
2412431922,241,50024319,2,2,2CAP2 24319,2CAP2  VETEMENT DE PEAU,1/9/99,,3,O,23220024319,2322,4/26/23,2cap2 vetement de peau,GH1,MENJ
2412432022,241,50024320,2,2,2CAP2 24320,2CAP2  CORDONNERIE MULTISERVICE,1/9/06,,3,O,23220024320,2322,4/26/23,2cap2 cordonnerie multiservice,GH1,MENJ
2412432122,241,50024321,2,2,2CAP2 24321,2CAP2  SELLIER HARNACHEUR,1/9/15,,3,O,23220024321,2322,4/26/23,2cap2 sellier harnacheur,GH1,MENJ
2412432222,241,50024322,2,2,2CAP2 24322,2CAP2  MAROQUINERIE,1/9/18,,3,O,23220024322,2322,4/26/23,2cap2 maroquinerie,GH1,MENJ
2412500122,241,50025001,2,2,2CAP2 25001,2CAP2 CERTIF.APTITUDE AU DEVELOPT -TOM,1/9/96,,3,O,23220025001,2322,4/26/23,2cap2 certificat d'aptitude au developpement TOM,,MENJ
2412510822,241,50025108,2,2,2CAP2 25108,2CAP2 INSTRUMTS COUPANTS et DE CHIRURGIE,1/9/92,,3,O,23220025108,2322,4/26/23,2cap2 instruments coupants et de chirurgie,GH1 P,MENJ
