MEF,DISPOSITIF_FORMATION,FORMATION_DIPLOME,DUREE_DISPOSITIF,ANNEE_DISPOSITIF,LIBELLE_COURT,LIBELLE_LONG,DATE_OUVERTURE,DATE_FERMETURE,STATUT_MEF,MEF_INSCRIPTION_SCOLARITE,MEF_STAT_11,MEF_STAT_4,DATE_INTERVENTION,LIBELLE_EDITION,N_COMMENTAIRE
2412214122,241,50022141,2,2,2CAP2 22141,2CAP2  PATISSIER,9/1/20,,3,O,23220022141,2322,5/10/19,2cap2 pâtissier,
2412214222,241,50022142,2,2,2CAP2 22142,"2CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE)",9/1/21,,3,O,23220022142,2322,3/12/20,"2cap2 production/service en restauration rapide, collective, cafétéria",
2412214322,241,50022143,2,2,2CAP2 22143,2CAP2  BOUCHER,9/1/24,,3,O,23220022143,2322,4/26/23,2cap2 boucher,
2412220122,241,50022201,2,2,2CAP2 22201,2CAP2 INDUSTRIES CHIMIQUES,9/1/92,,3,O,23220022201,2322,1/23/19,2cap2 industries chimiques,GH2 PA
2412232422,241,50022324,2,2,2CAP2 22324,2CAP2 MOULEUR NOYAUTEUR: CUIVRE BRONZE,9/1/92,,3,O,23220022324,2322,4/26/23,2cap2 mouleur noyauteur : cuivre et bronze,GH1 P
2412233222,241,50022332,2,2,2CAP2 22332,2CAP2 DOREUR A LA FEUILLE ORNEMANISTE,9/1/92,,3,O,23220022332,2322,4/26/23,2cap2 doreur à la feuille ornemaniste,GH1 P
2412233922,241,50022339,2,2,2CAP2 22339,2CAP2 LAPIDAIRE OP_A : DIAMANT,9/1/92,,3,O,23220022339,2322,4/26/23,2cap2 lapidaire option A : diamant,GH1 P
2412234022,241,50022340,2,2,2CAP2 22340,2CAP2 ORFEVRE OP_A : MONTEUR ORFEVRERIE,9/1/92,,3,O,23220022340,2322,4/26/23,2cap2 orfèvre option A : monteur en orfèvrerie,GH1 P
2412234122,241,50022341,2,2,2CAP2 22341,2CAP2 ORFEVRE OP_B : TOURN.REPOUSSEUR,9/1/92,,3,O,23220022341,2322,4/26/23,2cap2 orfèvre option B : tourneur repousseur en orfèvrerie,GH1 P
2412234222,241,50022342,2,2,2CAP2 22342,2CAP2 ORFEVRE OP_C : POLISSEUR AVIVEUR,9/1/92,,3,O,23220022342,2322,4/26/23,2cap2 orfèvre option C : polisseur aviveur en orfèvrerie,GH1 P
2412234322,241,50022343,2,2,2CAP2 22343,2CAP2 LAPIDAIRE OP_B : PIERRES DE COUL.,9/1/92,,3,O,23220022343,2322,4/26/23,2cap2 lapidaire option B : pierres de couleur,GH1 P
2412234922,241,50022349,2,2,2CAP2 22349,2CAP2 BRONZIER OP_A: MONTEUR EN BRONZE,9/1/92,,3,O,23220022349,2322,4/26/23,2cap2 bronzier option A : monteur en bronze,GH1 P
2412235022,241,50022350,2,2,2CAP2 22350,2CAP2 BRONZIER OP_B: CISELEUR SUR BRONZ,9/1/92,,3,O,23220022350,2322,4/26/23,2cap2 bronzier option B : ciseleur sur bronze,GH1 P
2412235122,241,50022351,2,2,2CAP2 22351,2CAP2 BRONZIER OP_C: TOURNEUR SUR BRONZ,9/1/92,,3,O,23220022351,2322,4/26/23,2cap2 bronzier option C : tourneur sur bronze,GH1 P
2412235322,241,50022353,2,2,2CAP2 22353,2CAP2 EMAILLEUR D'ART SUR METAUX,9/1/92,,3,O,23220022353,2322,4/26/23,2cap2 émailleur d'art sur métaux,GH1 P
2412235422,241,50022354,2,2,2CAP2 22354,2CAP2 ORFEVRE OP_D : PLANEUR EN ORFEVR.,9/1/92,,3,O,23220022354,2322,4/26/23,2cap2 orfèvre option D : planeur en orfèvrerie,GH1 P
2412236022,241,50022360,2,2,2CAP2 22360,2CAP2  METIERS DE LA FONDERIE,9/1/08,,3,O,23220022360,2322,4/26/23,2cap2 métiers de la fonderie,GH2
2412236122,241,50022361,2,2,2CAP2 22361,2CAP2  ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL,9/1/09,,3,O,23220022361,2322,4/26/23,2cap2 art & techniques bijouterie-joaillerie op. bijouterie-joaillerie,GH1
2412236222,241,50022362,2,2,2CAP2 22362,2CAP2  ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.,9/1/09,,3,O,23220022362,2322,4/26/23,2cap2 art & techniques bijouterie-joaillerie op. bijouterie-sertissage,GH1
2412236322,241,50022363,2,2,2CAP2 22363,2CAP2  ART TEC BIJ.JOAILL.OP.POLIS.FINI.,9/1/09,,3,O,23220022363,2322,4/26/23,2cap2 art & techniques bijouterie-joaillerie option polissage-finition,GH1
2412240622,241,50022406,2,2,2CAP2 22406,2CAP2 MAINT.INDUST.MATERX DE CONSTRUCT.,9/1/92,8/31/23,3,O,23220022406,2322,4/12/22,2cap2 maint.indust.materx de construct.,GH1 P
2412241922,241,50022419,2,2,2CAP2 22419,2CAP2 FABRIC.INDUSTRIEL.DES CERAMIQUES,9/1/92,,3,O,23220022419,2322,4/26/23,2cap2 fabrication industrielle des céramiques,GH1 P
2412242022,241,50022420,2,2,2CAP2 22420,2CAP2 MODELES ET MOULES CERAMIQUES,9/1/93,,3,O,23220022420,2322,4/26/23,2cap2 modèles et moules céramiques,GH1 P
2412242122,241,50022421,2,2,2CAP2 22421,2CAP2 TOURNAGE EN CERAMIQUE,9/1/94,,3,O,23220022421,2322,4/26/23,2cap2 tournage en céramique,GH1 P
2412242222,241,50022422,2,2,2CAP2 22422,2CAP2 DECORATION EN CERAMIQUE,9/1/94,,3,O,23220022422,2322,4/26/23,2cap2 décoration en céramique,GH1 P
2412242522,241,50022425,2,2,2CAP2 22425,2CAP2 ARTS & TECH.VERRE: VITRAILLISTE,9/1/94,,3,O,23220022425,2322,4/26/23,2cap2 arts et techniques du verre option vitrailliste,GH1 P
2412242722,241,50022427,2,2,2CAP2 22427,2CAP2 ARTS & TECH.VERRE: DECORATEUR,9/1/94,,3,O,23220022427,2322,4/26/23,2cap2 arts et techniques du verre option décorateur,GH1 P
2412242822,241,50022428,2,2,2CAP2 22428,2CAP2  ARTS DU VERRE ET DU CRISTAL,9/1/10,,3,O,23220022428,2322,4/26/23,2cap2 arts du verre et du cristal,GH1
2412242922,241,50022429,2,2,2CAP2 22429,2CAP2  SOUFFLEUR VERRE : ENS.LUMINEUSE,9/1/10,,3,O,23220022429,2322,4/26/23,2cap2 souffleur de verre option enseigne lumineuse,GH1
2412243022,241,50022430,2,2,2CAP2 22430,2CAP2  SOUFFL.VERRE : VERRERIE SCIENT.,9/1/10,,3,O,23220022430,2322,4/26/23,2cap2 souffleur de verre option verrerie scientifique,GH1
2412250522,241,50022505,2,2,2CAP2 22505,2CAP2 MISE EN OEUV.CAOUTCHOUCS & ELASTO,9/1/92,,3,O,23220022505,2322,4/26/23,2cap2 mise en oeuvre des caoutchoucs & des élastomères thermoplastiques,
2412250922,241,50022509,2,2,2CAP2 22509,2CAP2  PLASTURGIE,9/1/00,,3,O,23220022509,2322,4/26/23,2cap2 plasturgie,GH2
2412251022,241,50022510,2,2,2CAP2 22510,2CAP2  COMPOSIT.PLASTIQ.CHAUDRONNES,9/1/01,,3,O,23220022510,2322,4/26/23,"2cap2 composites, plastiques chaudronnés",GH3
2412260922,241,50022609,2,2,2CAP2 22609,2CAP2 SCIERIES OP_B: AFFUTEUR SCIAGE,9/1/92,,3,O,23220022609,2322,4/26/23,2cap2 mécanicien conducteur scieries et industries mécaniques du bois,GH1 P
2412271422,241,50022714,2,2,2CAP2 22714,2CAP2  INSTALL. FROID CONDITIONN. D'AIR,9/1/16,,3,O,23220022714,2322,1/23/19,2cap2 installateur en froid et conditionnement d'air,GH1
2412271522,241,50022715,2,2,2CAP2 22715,2CAP2  MONTEUR INSTALLATIONS THERMIQUES,9/1/19,,3,O,23220022715,2322,4/26/23,2cap2 monteur en installations thermiques,GH2
2412300522,241,50023005,2,2,2CAP2 23005,2CAP2  MONTEUR STRUCTURES MOBILES,9/1/98,,3,O,23220023005,2322,4/26/23,2cap2 monteur de structures mobiles,GH1 P
2412300622,241,50023006,2,2,2CAP2 23006,2CAP2  INTERVENT. MAINTENANCE.TECHN.BAT.,9/1/22,,3,O,23220023006,2322,4/26/23,2cap2 intervention en maintenance technique des bâtiments,
2412311822,241,50023118,2,2,2CAP2 23118,2CAP2  CONDUCT ENGINS TVX PUB. CARRIERES,9/1/07,8/31/24,3,O,23220023118,2322,4/26/23,2cap2 conducteur d'engins : travaux publics et carrières,GH2
2412311922,241,50023119,2,2,2CAP2 23119,2CAP2  CONSTR. RESEAUX CANALISATIONS TP,9/1/20,,3,O,23220023119,2322,5/10/19,2cap2 constructeur de réseaux de canalisations de travaux publics,
2412312022,241,50023120,2,2,2CAP2 23120,2CAP2  CONSTR. ROUT. ET  AMENAGT URB.,9/1/22,,3,O,23220023120,2322,4/26/23,2cap2 constructeur de routes et  d'aménagements urbains,
2412312122,241,50023121,2,2,2CAP2 23121,2CAP2  COND.ENGINS TVX PUBLICS&CARRIERES,9/1/24,,3,O,23220023121,2322,4/26/23,2cap2 conducteur d'engins de travaux publics et carrières,
2412321222,241,50023212,2,2,2CAP2 23212,2CAP2 DEVELPT: CONST.ENTRET.BATIMT -TOM,9/1/96,,3,O,23220023212,2322,4/26/23,2cap2 développement option : construction entretien bâtiment TOM,
2412322022,241,50023220,2,2,2CAP2 23220,2CAP2  TAILLEUR DE PIERRE,9/1/14,,3,O,23220023220,2322,4/26/23,2cap2 tailleur de pierre,GH2
2412322122,241,50023221,2,2,2CAP2 23221,2CAP2  MARBRIER BATIMENT ET DECORATION,9/1/14,,3,O,23220023221,2322,1/23/19,2cap2 marbrier du bâtiment et de la décoration,GH2
2412322222,241,50023222,2,2,2CAP2 23222,2CAP2  CONSTRUCTEUR OUVRAGES BETON ARME,9/1/20,,3,O,23220023222,2322,5/10/19,2cap2 constructeur d'ouvrages en béton armé,
2412322322,241,50023223,2,2,2CAP2 23223,2CAP2  COUVREUR,9/1/22,,3,O,23220023223,2322,4/26/23,2cap2 couvreur,
2412322422,241,50023224,2,2,2CAP2 23224,2CAP2  MACON,9/1/22,,3,O,23220023224,2322,4/26/23,2cap2 maçon,
2412330222,241,50023302,2,2,2CAP2 23302,2CAP2 MONTEUR EN ISOL.THERMIQ & ACOUST.,9/1/92,8/31/25,3,O,23220023302,2322,4/26/23,2cap2 monteur en isolation thermique et acoustique,GH1 P
2412331122,241,50023311,2,2,2CAP2 23311,2CAP2 STAFFEUR ORNEMANISTE,9/1/92,,3,O,23220023311,2322,1/23/19,2cap2 staffeur ornemaniste,GH1 P
2412332122,241,50023321,2,2,2CAP2 23321,2CAP2  ETANCHEUR BATIMENT TRAVAUX PUBLIC,9/1/03,8/31/24,3,O,23220023321,2322,4/26/23,2cap2 étancheur du bâtiment et des travaux publics,GH2
2412332222,241,50023322,2,2,2CAP2 23322,2CAP2  MENUISIER ALUMINIUM-VERRE,9/1/03,8/31/24,3,O,23220023322,2322,4/8/23,2cap2  menuisier aluminium-verre,GH2
2412332422,241,50023324,2,2,2CAP2 23324,2CAP2  MONTEUR INSTALLATIONS SANITAIRES,9/1/19,,3,O,23220023324,2322,1/23/19,2cap2 monteur en installations sanitaires,GH2
2412332522,241,50023325,2,2,2CAP2 23325,2CAP2  CARRELEUR MOSAISTE,9/1/20,,3,O,23220023325,2322,5/9/19,2cap2 carreleur mosaïste,
2412332622,241,50023326,2,2,2CAP2 23326,2CAP2  METIERS PLATRE ET ISOLATION,9/1/20,,3,O,23220023326,2322,5/10/19,2cap2 métiers du plâtre et de l'isolation,
2412332722,241,50023327,2,2,2CAP2 23327,2CAP2  PEINTRE APPLICATEUR REVETEMENTS,9/1/20,,3,O,23220023327,2322,5/10/19,2cap2 peintre applicateur de revêtements,
2412332822,241,50023328,2,2,2CAP2 23328,2CAP2  ETANCHEUR BATIMENT ET TVX PUBLICS,9/1/24,,3,O,23220023328,2322,4/26/23,2cap2 étancheur du bâtiment et des travaux publics,
2412332922,241,50023329,2,2,2CAP2 23329,2CAP2  MENUISIER ALUMINIUM-VERRE,9/1/24,,3,O,23220023329,2322,4/26/23,2cap2 menuisier aluminium-verre,
2412341122,241,50023411,2,2,2CAP2 23411,2CAP2 MENUISIER EN SIEGES,9/1/92,,3,O,23220023411,2322,4/26/23,2cap2 menuisier en sièges,GH1 P
2412342022,241,50023420,2,2,2CAP2 23420,2CAP2 CANNAGE ET PAILLAGE AMEUBLEMENT,9/1/92,,3,O,23220023420,2322,4/26/23,2cap2 cannage et paillage en ameublement,GH1 P
2412342722,241,50023427,2,2,2CAP2 23427,2CAP2 OUVRIER ARCHETIER,9/1/92,,3,O,23220023427,2322,1/23/19,2cap2 ouvrier archetier,GH1 P
2412343022,241,50023430,2,2,2CAP2 23430,2CAP2 ARTS BOIS OP_A: SCULPTEUR ORNEMA.,9/1/92,,3,O,23220023430,2322,4/26/23,2cap2 arts du bois option A : sculpteur ornemaniste,GH1 P
2412343122,241,50023431,2,2,2CAP2 23431,2CAP2 ARTS BOIS OP_B: TOURNEUR,9/1/92,,3,O,23220023431,2322,4/26/23,2cap2 arts du bois option B : tourneur,GH1 P
2412343222,241,50023432,2,2,2CAP2 23432,2CAP2 ARTS BOIS OP_C: MARQUETEUR,9/1/92,,3,O,23220023432,2322,4/26/23,2cap2 arts du bois option C : marqueteur,GH1 P
2412343322,241,50023433,2,2,2CAP2 23433,2CAP2 ENCADREUR,9/1/92,,3,O,23220023433,2322,1/23/19,2cap2 encadreur,GH1 P
2412343522,241,50023435,2,2,2CAP2 23435,2CAP2 TONNELLERIE,9/1/94,8/31/24,3,O,23220023435,2322,5/24/23,2cap2 tonnellerie,GH1 P
2412343822,241,50023438,2,2,2CAP2 23438,2CAP2  VANNERIE,9/1/02,,3,O,23220023438,2322,4/26/23,2cap2 vannerie,GH1
2412344022,241,50023440,2,2,2CAP2 23440,2CAP2  CONSTRUCTEUR BOIS,9/1/04,8/31/23,3,O,23220023440,2322,5/18/21,2cap2  constructeur bois,GH2
2412344322,241,50023443,2,2,2CAP2 23443,2CAP2  CONDUCTEUR-OPERATEUR DE SCIERIE,9/1/05,,3,O,23220023443,2322,4/26/23,2cap2 conducteur-opérateur de scierie,GH2
2412344422,241,50023444,2,2,2CAP2 23444,2CAP2  CHARPENTIER DE MARINE,9/1/06,,3,O,23220023444,2322,4/26/23,2cap2 charpentier de marine,GH2
2412344522,241,50023445,2,2,2CAP2 23445,2CAP2  EBENISTE,9/1/18,,3,O,23220023445,2322,1/23/19,2cap2 ébéniste,GH1
2412344622,241,50023446,2,2,2CAP2 23446,2CAP2  CHARPENTIER BOIS,9/1/21,,3,O,23220023446,2322,4/26/23,2cap2 charpentier bois,
2412344722,241,50023447,2,2,2CAP2 23447,2CAP2  MENUISIER FABRICANT,9/1/22,,3,O,23220023447,2322,4/26/23,2cap2 menuisier fabricant,
2412344922,241,50023449,2,2,2CAP2 23449,2CAP2  MENUISIER INSTALLATEUR,9/1/22,,3,O,23220023449,2322,4/26/23,2cap2 menuisier installateur,
2412345022,241,50023450,2,2,2CAP2 23450,2CAP2  ASSISTANT LUTHIER DU QUATUOR,9/1/22,,3,O,23220023450,2322,4/26/23,2cap2 assistant luthier du quatuor,
2412345122,241,50023451,2,2,2CAP2 23451,2CAP2  TONNELIER,9/1/24,,3,O,23220023451,2322,5/24/23,2cap2 tonnelier,
2412400722,241,50024007,2,2,2CAP2 24007,2CAP2  MET.ENT.TEXT. OP.A  BLANCHISSERIE,9/1/22,,3,O,23220024007,2322,4/26/23,"2cap2 métiers de l'entretien des textiles, option A : blanchisserie",
2412400822,241,50024008,2,2,2CAP2 24008,2CAP2  MET.ENT.TEXT. OP.B  PRESSING,9/1/22,,3,O,23220024008,2322,4/26/23,"2cap2 métiers de l'entretien des textiles, option B : pressing",
2412412522,241,50024125,2,2,2CAP2 24125,2CAP2 RENTRAYEUR OP_A : TAPIS,9/1/92,,3,O,23220024125,2322,4/26/23,2cap2 rentrayeur option A : tapis,GH1 P
2412412622,241,50024126,2,2,2CAP2 24126,2CAP2 RENTRAYEUR OP_B : TAPISSERIES,9/1/92,,3,O,23220024126,2322,4/26/23,2cap2 rentrayeur option B : tapisserie,GH1 P
2412412722,241,50024127,2,2,2CAP2 24127,2CAP2 ARTS DE LA BRODERIE,9/1/93,,3,O,23220024127,2322,1/23/19,2cap2 arts de la broderie,GH1 P
2412413022,241,50024130,2,2,2CAP2 24130,2CAP2  ARTS DE LA DENTELLE OPT. FUSEAUx,9/1/05,,3,O,23220024130,2322,4/26/23,2cap2 arts de la dentelle option fuseaux,GH1
2412413122,241,50024131,2,2,2CAP2 24131,2CAP2  ARTS DE LA DENTELLE OPT. AIGUILLE,9/1/05,,3,O,23220024131,2322,4/26/23,2cap2 arts de la dentelle option aiguille,GH1
2412423122,241,50024231,2,2,2CAP2 24231,2CAP2 ARTS DU TAPIS ET TAPISS.DE LISSE,9/1/92,,3,O,23220024231,2322,4/26/23,2cap2 arts du tapis et de la tapisserie de lisse,GH1 P
2412423822,241,50024238,2,2,2CAP2 24238,2CAP2  TAPISSIER-E AMEUBLEMENT EN SIEGE,9/1/06,,3,O,23220024238,2322,4/26/23,2cap2 tapissier-tapissière d'ameublement en siège,GH1
2412423922,241,50024239,2,2,2CAP2 24239,2CAP2  TAPISSIER-E AMEUBLEMENT EN DECOR,9/1/06,,3,O,23220024239,2322,4/26/23,2cap2 tapissier-tapissière d'ameublement en décor,GH1
2412424022,241,50024240,2,2,2CAP2 24240,2CAP2  METIERS DE LA MODE-VÊTEMENT FLOU,9/1/12,,3,O,23220024240,2322,4/26/23,2cap2 métiers de la mode - vêtement flou,GH1
2412424122,241,50024241,2,2,2CAP2 24241,2CAP2  METIERS DE LA MODE- VÊT. TAILLEUR,9/1/12,,3,O,23220024241,2322,4/26/23,2cap2 métiers de la mode - vêtement tailleur,GH1
2412424222,241,50024242,2,2,2CAP2 24242,2CAP2  METIERS MODE CHAPELIER-MODISTE,9/1/13,,3,O,23220024242,2322,4/26/23,2cap2 métiers de la mode : chapelier-modiste,GH1
2412431322,241,50024313,2,2,2CAP2 24313,2CAP2 CORDONNIER BOTTIER,9/1/94,,3,O,23220024313,2322,1/23/19,2cap2 cordonnier bottier,GH1 P
2412431522,241,50024315,2,2,2CAP2 24315,2CAP2  FOURRURE,9/1/99,,3,O,23220024315,2322,4/26/23,2cap2 fourrure,GH1
2412431622,241,50024316,2,2,2CAP2 24316,2CAP2  CHAUSSURE,9/1/99,,3,O,23220024316,2322,4/26/23,2cap2 chaussure,GH1
2412431822,241,50024318,2,2,2CAP2 24318,2CAP2  SELLERIE GENERALE,9/1/99,,3,O,23220024318,2322,4/26/23,2cap2 sellerie générale,GH1
2412431922,241,50024319,2,2,2CAP2 24319,2CAP2  VETEMENT DE PEAU,9/1/99,,3,O,23220024319,2322,4/26/23,2cap2 vêtement de peau,GH1
2412432022,241,50024320,2,2,2CAP2 24320,2CAP2  CORDONNERIE MULTISERVICE,9/1/06,,3,O,23220024320,2322,4/26/23,2cap2 cordonnerie multiservice,GH1
2412432122,241,50024321,2,2,2CAP2 24321,2CAP2  SELLIER HARNACHEUR,9/1/15,,3,O,23220024321,2322,4/26/23,2cap2 sellier harnacheur,GH1
2412432222,241,50024322,2,2,2CAP2 24322,2CAP2  MAROQUINERIE,9/1/18,,3,O,23220024322,2322,4/26/23,2cap2 maroquinerie,GH1
2412500122,241,50025001,2,2,2CAP2 25001,2CAP2 CERTIF.APTITUDE AU DEVELOPT -TOM,9/1/96,,3,O,23220025001,2322,4/26/23,2cap2 certificat d'aptitude au développement TOM,
2412510822,241,50025108,2,2,2CAP2 25108,2CAP2 INSTRUMTS COUPANTS & DE CHIRURGIE,9/1/92,,3,O,23220025108,2322,4/26/23,2cap2 instruments coupants et de chirurgie,GH1 P
2412512322,241,50025123,2,2,2CAP2 25123,2CAP2 DECOLLETAGE : OPERATEUR REGLEUR,9/1/92,,3,O,23220025123,2322,4/26/23,2cap2 décolletage : opérateur régleur en décolletage,GH1 P
2412512622,241,50025126,2,2,2CAP2 25126,2CAP2 OUTILLAGES A DECOUPER ET EMBOUTIR,9/1/92,,3,O,23220025126,2322,4/26/23,2cap2 outillages en outils à découper et à emboutir,GH1 P
2412513022,241,50025130,2,2,2CAP2 25130,2CAP2 DEVELPT: FABRIC.ENTRET.MECA. -TOM,9/1/96,,3,O,23220025130,2322,4/26/23,"2cap2 développement option fabrication, entretien en mécanique TOM",
2412513322,241,50025133,2,2,2CAP2 25133,2CAP2  AGENT VERIF. APPAR. EXTINCTEURS,9/1/97,,3,O,23220025133,2322,4/26/23,2cap2 agent vérificateur d'appareils extincteurs,GH1
2412513422,241,50025134,2,2,2CAP2 25134,2CAP2  TRANSPORT CABLES-REMONTEES MECA.,9/1/00,8/31/24,3,O,23220025134,2322,4/26/23,2cap2 transport par câbles et remontées mécaniques,GH3 P
2412513622,241,50025136,2,2,2CAP2 25136,2CAP2  ARMURERIE (FABRICAT. ET REPARAT.),9/1/04,,3,O,23220025136,2322,4/26/23,2cap2 armurerie (fabrication et reparation),GH1
2412513722,241,50025137,2,2,2CAP2 25137,2CAP2  HORLOGERIE,9/1/08,,3,O,23220025137,2322,4/26/23,2cap2 horlogerie,GH1
2412513822,241,50025138,2,2,2CAP2 25138,2CAP2  TRANSP.CABLES&REMONTEES MECANIQ.,9/1/24,,3,O,23220025138,2322,4/26/23,2cap2 transports par câbles et remontées mécaniques,
2412521722,241,50025217,2,2,2CAP2 25217,2CAP2  REPAR.ENTR.EMBARCATIONS PLAISANCE,9/1/08,8/31/24,3,O,23220025217,2322,5/24/23,2cap2 réparation entretien des embarcations de plaisance,GH1
2412521822,241,50025218,2,2,2CAP2 25218,2CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.,9/1/15,,3,O,23220025218,2322,4/26/23,2cap2 maintenance des véhicules option A voitures particulières,GH1
2412521922,241,50025219,2,2,2CAP2 25219,2CAP2  MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,9/1/15,,3,O,23220025219,2322,4/26/23,2cap2 maintenance des véhicules opt. B véhicules de transport routier,GH1
2412522022,241,50025220,2,2,2CAP2 25220,2CAP2  MAINT.VEHIC.OPTC MOTOCYCLES,9/1/15,,3,O,23220025220,2322,4/26/23,2cap2 maintenance des véhicules option C motocycles,GH1
2412522122,241,50025221,2,2,2CAP2 25221,2CAP2  MAINT.MATERIELS OPT.A AGRICOLES,9/1/17,,3,O,23220025221,2322,1/23/19,2cap2 maintenance des matériels option A matériels agricoles,GH1
2412522222,241,50025222,2,2,2CAP2 25222,2CAP2  MAINT.MATERIELS OPT.B CONS.MANUT.,9/1/17,,3,O,23220025222,2322,1/23/19,2cap2 maint. des matériels option B matériels construction manutention,GH1
2412522322,241,50025223,2,2,2CAP2 25223,2CAP2  MAINT.MATERIELS OPT.C ESP. VERTS,9/1/17,,3,O,23220025223,2322,1/23/19,2cap2 maintenance des matériels option C matériels d'espaces verts,GH1
2412522422,241,50025224,2,2,2CAP2 25224,2CAP2  MAINTENANCE NAUTIQUE,9/1/24,,3,O,23220025224,2322,5/24/23,2cap2 maintenance nautique,
2412530522,241,50025305,2,2,2CAP2 25305,2CAP2  AERONAUTIQUE OPTION AVIONIQUE,9/1/15,,3,O,23220025305,2322,4/26/23,2cap2 aéronautique option avionique,GH1
2412530622,241,50025306,2,2,2CAP2 25306,2CAP2  AERONAUTIQUE OPTION SYSTEMES,9/1/15,,3,O,23220025306,2322,4/26/23,2cap2 aéronautique option systèmes,GH1
2412530722,241,50025307,2,2,2CAP2 25307,2CAP2  AERONAUTIQUE OPTION STRUCTURES,9/1/15,,3,O,23220025307,2322,4/26/23,2cap2 aéronautique option structures,GH1
2412542122,241,50025421,2,2,2CAP2 25421,2CAP2 MISE EN FORME DES MATERIAUX,9/1/92,,3,O,23220025421,2322,4/26/23,2cap2 mise en forme des matériaux,GH1 P
2412542522,241,50025425,2,2,2CAP2 25425,2CAP2 OUTILLAGE EN MOULES METALLIQUE,9/1/92,,3,O,23220025425,2322,4/26/23,2cap2 outillages en moules métalliques,GH1 P
2412543222,241,50025432,2,2,2CAP2 25432,2CAP2  CONSTRUCTION DES CARROSSERIES,9/1/08,,3,O,23220025432,2322,4/26/23,2cap2 construction des carrosseries,GH1
2412543322,241,50025433,2,2,2CAP2 25433,2CAP2  PEINTURE EN CARROSSERIE,9/1/08,8/31/25,3,O,23220025433,2322,4/26/23,2cap2 peinture en carrosserie,GH1
2412543422,241,50025434,2,2,2CAP2 25434,2CAP2  REPARATION DES CARROSSERIES,9/1/08,8/31/25,3,O,23220025434,2322,4/26/23,2cap2 réparation des carrosseries,GH1
2412543622,241,50025436,2,2,2CAP2 25436,2CAP2  FERRONNIER D'ART,9/1/16,,3,O,23220025436,2322,1/23/19,2cap2 ferronnier d'art,GH1
2412543722,241,50025437,2,2,2CAP2 25437,2CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR.,9/1/18,,3,O,23220025437,2322,1/23/19,2cap2 réalisations industrielles option A chaudronnerie,GH1
2412543822,241,50025438,2,2,2CAP2 25438,2CAP2  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE,9/1/18,,3,O,23220025438,2322,1/23/19,2cap2 réalisations industrielles option B soudage,GH1
2412543922,241,50025439,2,2,2CAP2 25439,2CAP2  METALLIER,9/1/22,,3,O,23220025439,2322,4/26/23,2cap2 métallier,
2412544022,241,50025440,2,2,2CAP2 25440,2CAP2  CARROSSIER AUTOMOBILE,9/1/24,,3,O,23220025440,2322,4/26/23,2cap2 carrossier automobile,
2412544122,241,50025441,2,2,2CAP2 25441,2CAP2  PEINTRE AUTOMOBILE,9/1/24,,3,O,23220025441,2322,4/26/23,2cap2 peintre automobile,
2412552122,241,50025521,2,2,2CAP2 25521,2CAP2  METIERS ENSEIGNE SIGNALETIQUE,9/1/01,,3,O,23220025521,2322,4/26/23,2cap2 métiers de l'enseigne et de la signalétique,GH2
2412552422,241,50025524,2,2,2CAP2 25524,2CAP2  ELECTRICIEN,9/1/19,,3,O,23220025524,2322,1/23/19,2cap2 électricien,GH2
2413110722,241,50031107,2,2,2CAP2 31107,2CAP2 EMBALLEUR PROFESSIONNEL,9/1/92,,3,O,23220031107,2322,1/23/19,2cap2 emballeur professionnel,GH1 P
2413111422,241,50031114,2,2,2CAP2 31114,2CAP2  AGT ACCUEIL CONDTE ROUT.TR.VOYAG.,9/1/99,8/31/25,3,O,23220031114,2322,4/26/23,2cap2 agent d'accueil et de conduite routière - transport de voyageurs,GH3
2413111722,241,50031117,2,2,2CAP2 31117,2CAP2  CONDUCTEUR ROUTIER MARCHANDISES,9/1/08,,3,O,23220031117,2322,4/26/23,"2cap2 conducteur routier ""marchandises""",GH1
2413111822,241,50031118,2,2,2CAP2 31118,2CAP2  CONDUCTEUR LIVREUR MARCHANDISES,9/1/11,,3,O,23220031118,2322,4/26/23,2cap2 conducteur livreur de marchandises,GH1
2413111922,241,50031119,2,2,2CAP2 31119,2CAP2  DEMENAGEUR VEHIC.UTILITAIRE LEGER,9/1/11,,3,O,23220031119,2322,4/26/23,2cap2 déménageur sur véhicule utilitaire léger,GH1
2413112122,241,50031121,2,2,2CAP2 31121,2CAP2  TRANSPORT FLUVIAL,9/1/12,,3,O,23220031121,2322,4/26/23,2cap2 transport fluvial,GH1
2413112222,241,50031122,2,2,2CAP2 31122,2CAP2  OPERATEUR/OPERATRICE LOGISTIQUE,9/1/16,,3,O,23220031122,2322,4/26/23,2cap2 opérateur/opératrice logistique,GH3
2413112322,241,50031123,2,2,2CAP2 31123,2CAP2  OPER.SERV. RELAT.CLIENT LIVRAISON,9/1/17,,3,O,23220031123,2322,4/26/23,2cap2 opérateur/opératrice de service-relation client et livraison,GH3
